$id$|$scode$|$sname$|$sname_full$|$stype_oilproduct$|$productasvcode$|$createdate$
$6398$|$000253960022$|$Масло базовое MVI-2 (компонент)$|$Масло базовое ЯНОС MVI-2 (компонент)$|$PFAB$|$253960022$|$2020-11-24 15:26:13.7333333$
$6399$|$000253960023$|$Масло базовое VHVI-4 (компонент)$|$Масло базовое ЯНОС VHVI-4 (компонент)$|$PFAB$|$253960023$|$2020-11-24 15:26:13.7333333$
$6400$|$000253960024$|$Масло базовое VMVI-8 (компонент)$|$Масло базовое ЯНОС VHVI-8 (компонент)$|$PFAB$|$253960024$|$2020-11-24 15:26:13.7333333$
$6401$|$000253960025$|$Масло базовое ЯНОС VHVI-6 (компонент)$|$Масло базовое ЯНОС VHVI-6 (компонент)$|$PFAB$|$253960025$|$2020-11-24 15:26:13.7333333$
$6402$|$000253960171$|$Масло базовое SN-400$|$Масло базовое SN-400$|$REAG$|$253960171$|$2020-11-24 15:26:13.7333333$
$6403$|$000253960201$|$Масло нейтр.нафтен.$|$Масло нейтральное нафтеновое, не прошедшее контактной очистки (серт. РОСС RU.НХ20.H00127) (СЭЗ № 55.01.04.025.П.000008.01.10)$|$NPR$|$253960201$|$2020-11-24 15:26:13.7333333$
$6404$|$000253960901$|$Масло базовое М-6$|$Масло базовое селективной очистки М-6$|$NPR$|$253960901$|$2020-11-24 15:26:13.7333333$
$6405$|$000253960902$|$Масло базовое М-8$|$Масло базовое селективной очистки М-8$|$NPR$|$253960902$|$2020-11-24 15:26:13.7333333$
$6406$|$000253960903$|$Масло базовое М-11$|$Масло базовое селективной очистки М-11$|$NPR$|$253960903$|$2020-11-24 15:26:13.7333333$
$6407$|$000253960905$|$Масло базовое М-14$|$Масло базовое селективной очистки М-14$|$NPR$|$253960905$|$2020-11-24 15:26:13.7333333$
$6408$|$000253960906$|$Масло базовое М-16$|$Масло базовое селективной очистки М-16$|$NPR$|$253960906$|$2020-11-24 15:26:13.7333333$
$6409$|$000253960907$|$Масло базовое М-20$|$Масло базовое селективной очистки М-20$|$NPR$|$253960907$|$2020-11-24 15:26:13.7333333$
$6410$|$000253960910$|$Компонент М-8$|$Компонент масла базового селективной очистки М-8$|$PFAB$|$253960910$|$2020-11-24 15:26:13.7333333$
$6411$|$000253960911$|$Компонент М-11$|$Компонент масла базового селективной очистки М-11$|$PFAB$|$253960911$|$2020-11-24 15:26:13.7333333$
$6412$|$000253960912$|$Компонент М-14$|$Компонент масла базового селективной очистки марки М-14$|$PFAB$|$253960912$|$2020-11-24 15:26:13.7333333$
$6413$|$000253960915$|$Масло базовое ПАОМ-4 (стор.)$|$Масло базовое полиальфаолефиновое ПАОМ-4 (стороннего производства)$|$REAG$|$253960915$|$2020-11-24 15:26:13.7333333$
$6414$|$000253960916$|$Масло базовое ПАОМ-2, 1тип (стор. пр-ва)$|$Масло базовое полиальфаолефиновое ПАОМ-2, 1тип (стороннего пр-ва)$|$REAG$|$253960916$|$2020-11-24 15:26:13.7333333$
$6415$|$000253960917$|$Масло базовое РАО-2 (стор. пр-ва)$|$Масло базовое полиальфаолефиновое PАО-2 (стороннего пр-ва)$|$REAG$|$253960917$|$2020-11-24 15:26:13.7333333$
$6416$|$000253960918$|$Масло базовое РАО-4 (стор. пр-ва)$|$Масло базовое полиальфаолефиновое PАО-4 (стороннего пр-ва)$|$REAG$|$253960918$|$2020-11-24 15:26:13.7333333$
$6417$|$000253960919$|$Масло базовое РАО-6 (стор. пр-ва)$|$Масло базовое полиальфаолефиновое PАО-6 (стороннего пр-ва)$|$REAG$|$253960919$|$2020-11-24 15:26:13.7333333$
$6418$|$000253960920$|$Масло нейтральное неоч.$|$Масло нейтральное неочищенное$|$PFAB$|$253960920$|$2020-11-24 15:26:13.7333333$
$6419$|$000253960921$|$Масло базовое ПАОМ-12 (стор. пр-ва)$|$Масло базовое полиальфаолефиновое ПАОМ-12 (стор. пр-ва)$|$REAG$|$253960921$|$2020-11-24 15:26:13.7333333$
$6420$|$000253960922$|$Масло базовое ПАОМ-12 (стор. пр-ва) фас.$|$Масло базовое полиальфаолефиновое ПАОМ-12 (стор. пр-ва) фасованное$|$REAG$|$253960922$|$2020-11-24 15:26:13.7333333$
$6421$|$000253960923$|$Масло базовое Durasyn-166 (стор. пр-ва$|$Масло базовое полиальфаолефиновое Durasyn-166 (стороннего пр-ва)$|$REAG$|$253960923$|$2020-11-24 15:26:13.7333333$
$6422$|$000253960924$|$Масло базовое Durasyn-164 (стор.пр-ва)$|$Масло базовое полиальфаолефиновое Durasyn-164 (стороннего пр-ва)$|$REAG$|$253960924$|$2020-11-24 15:26:13.7333333$
$6423$|$000253960925$|$Масло базовое Durasyn-180R$|$Масло базовое полиальфаолефиновое Durasyn-180R (стороннего пр-ва)$|$REAG$|$253960925$|$2020-11-24 15:26:13.7333333$
$6424$|$000253960926$|$Масло базовое Durasyn-162 (стор.пр-ва)$|$Масло базовое Durasyn-162 (стор.пр-ва)$|$REAG$|$253960926$|$2020-11-24 15:26:13.7333333$
$6425$|$000253960927$|$Масло базовое Priolube 3970$|$Масло базовое Priolube 3970$|$REAG$|$253960927$|$2020-11-24 15:26:13.7333333$
$6426$|$000253960929$|$Масло базовое М-6 стор.(Сырье)$|$Масло базовое селективной очистки марки М-6, используемое как сырье (стороннего производства).$|$REAG$|$253960929$|$2020-11-24 15:26:13.7333333$
$6427$|$000253960930$|$Масло базовое М-8 (Сырье)$|$Масло базовое селективной очистки марки М-8 (СЭЗ 55.ОЦ.05.025.П.000593.10.03), используемое как сырье$|$REAG$|$253960930$|$2020-11-24 15:26:13.7333333$
$6428$|$000253960931$|$Масло базовое М-11 (Сырье)$|$Масло базовое селективной очистки марки М-11 (СЭЗ 55.ОЦ.05.025.П.000593.10.03), используемое как сырье$|$REAG$|$253960931$|$2020-11-24 15:26:13.7333333$
$6429$|$000253960932$|$Масло базовое М-14 (Сырье)$|$Масло базовое селективной очистки марки М-14 (СЭЗ 55.ОЦ.05.025.П.000593.10.03), используемое как сырье$|$REAG$|$253960932$|$2020-11-24 15:26:13.7333333$
$6430$|$000253960933$|$Масло базовое Yubase-4 (стор. пр-ва)$|$Масло базовое Yubase-4 III группы (стороннего пр-ва)$|$REAG$|$253960933$|$2020-11-24 15:26:13.7333333$
$6431$|$000253960934$|$Масло базовое Yubase-6 (стор. пр-ва)$|$Масло базовое Yubase-6 III группы (стороннего пр-ва)$|$REAG$|$253960934$|$2020-11-24 15:26:13.7333333$
$6432$|$000253960935$|$Масло базовое Etro-4 (стор. пр-ва)$|$Масло базовое Etro-4 III группы (стороннего пр-ва)$|$REAG$|$253960935$|$2020-11-24 15:26:13.7333333$
$6433$|$000253960936$|$Масло базовое Etro-6 (стор. пр-ва)$|$Масло базовое Etro-6 III группы (стороннего пр-ва)$|$REAG$|$253960936$|$2020-11-24 15:26:13.7333333$
$6434$|$000253960937$|$Масло базовое Nexbase-3043 (стор. пр-ва)$|$Масло базовое Nexbase-3043 III группы (стороннего пр-ва)$|$REAG$|$253960937$|$2020-11-24 15:26:13.7333333$
$6435$|$000253960938$|$Масло базовое Nexbase-3050 (стор. пр-ва$|$Масло базовое Nexbase-3050 III группы (стороннего пр-ва)$|$REAG$|$253960938$|$2020-11-24 15:26:13.7333333$
$6436$|$000253960940$|$Масло базовое Nexbase-3043 (Neste Oil)$|$Масло базовое Nexbase-3043 (Neste Oil)$|$REAG$|$253960940$|$2020-11-24 15:26:13.7333333$
$6437$|$000253960941$|$Масло базовое Nexbase-3060 (Neste Oil)$|$Масло базовое Nexbase-3060 (Neste Oil)$|$REAG$|$253960941$|$2020-11-24 15:26:13.7333333$
$6438$|$000253960942$|$Масло базовое РАО-2$|$Масло базовое полиальфаолефиновое РАО-2$|$REAG$|$253960942$|$2020-11-24 15:26:13.7333333$
$6439$|$000253960943$|$Масло базовое РАО-4$|$Масло базовое полиальфаолефиновое РАО-4$|$REAG$|$253960943$|$2020-11-24 15:26:13.7333333$
$6440$|$000253960944$|$Масло базовое РАО-6$|$Масло базовое полиальфаолефиновое РАО-6$|$REAG$|$253960944$|$2020-11-24 15:26:13.7333333$
$6441$|$000253960945$|$Масло базовое РАО-12$|$Масло базовое полиальфаолефиновое РАО-12$|$REAG$|$253960945$|$2020-11-24 15:26:13.7333333$
$6442$|$000253960946$|$Масло базовое РАО-100$|$Масло базовое полиальфаолефиновое РАО-100$|$REAG$|$253960946$|$2020-11-24 15:26:13.7333333$
$6443$|$000253961200$|$Масло базовое Nynas T-3$|$Масло базовое Nynas T-3$|$REAG$|$253961200$|$2020-11-24 15:26:13.7333333$
$6444$|$000253961201$|$Масло базовое HBS-2$|$Масло базовое HBS-2$|$REAG$|$253961201$|$2020-11-24 15:26:13.7333333$
$6445$|$000253961300$|$Масло базовое МС-8$|$Масло базовое МС-8$|$NPR$|$253961300$|$2020-11-24 15:26:13.7333333$
$6446$|$000253961501$|$Масло 100NS$|$Масло базовое экспортное 100 NS$|$NPR$|$253961501$|$2020-11-24 15:26:13.7333333$
$6447$|$000253961502$|$Масло 250NS$|$Масло базовое экспортное 250 NS$|$NPR$|$253961502$|$2020-11-24 15:26:13.7333333$
$6448$|$000253961503$|$Масло М-20$|$Масло базовое М-20$|$NPR$|$253961503$|$2020-11-24 15:26:13.7333333$
$6449$|$000253961504$|$Масло М-11$|$Масло базовое М-11$|$NPR$|$253961504$|$2020-11-24 15:26:13.7333333$
$6450$|$000253961505$|$Масло 450NS$|$Масло базовое экспортное 450 NS$|$NPR$|$253961505$|$2020-11-24 15:26:13.7333333$
$6451$|$000253961510$|$Масло 650NS$|$Масло базовое экспортное 650 NS$|$NPR$|$253961510$|$2020-11-24 15:26:13.7333333$
$6452$|$000253961520$|$Масло базовое гидроочищенное 380-420$|$Масло базовое гидроочищенное фракция 380-420оС$|$NPR$|$253961520$|$2020-11-24 15:26:13.7333333$
$6453$|$000253961522$|$Масло базовое гидроочищенное 420-490$|$Масло базовое гидроочищенное фракция 420-490оС$|$NPR$|$253961522$|$2020-11-24 15:26:13.7333333$
$6454$|$000253961524$|$Масло базовое гидроочищенное 490$|$Масло базовое гидроочищенное фракция выше 490оС$|$NPR$|$253961524$|$2020-11-24 15:26:13.7333333$
$6455$|$000253961530$|$Масло базовое SN-80$|$Масло базовое SN-80$|$NPR$|$253961530$|$2020-11-24 15:26:13.7333333$
$6456$|$000253961531$|$Масло базовое SN-100$|$Масло базовое SN-100$|$NPR$|$253961531$|$2020-11-24 15:26:13.7333333$
$6457$|$000253961532$|$Масло базовое SN-150$|$Масло базовое SN-150$|$NPR$|$253961532$|$2020-11-24 15:26:13.7333333$
$6458$|$000253961533$|$Масло базовое SN-250$|$Масло базовое SN-250$|$NPR$|$253961533$|$2020-11-24 15:26:13.7333333$
$6459$|$000253961534$|$Масло базовое SN-350$|$Масло базовое SN-350$|$NPR$|$253961534$|$2020-11-24 15:26:13.7333333$
$6460$|$000253961535$|$Масло базовое SN-400$|$Масло базовое SN-400$|$NPR$|$253961535$|$2020-11-24 15:26:13.7333333$
$6461$|$000253961536$|$Масло базовое SN-500$|$Масло базовое SN-500$|$NPR$|$253961536$|$2020-11-24 15:26:13.7333333$
$6462$|$000253961537$|$Масло базовое SN-650$|$Масло базовое SN-650$|$NPR$|$253961537$|$2020-11-24 15:26:13.7333333$
$6463$|$000253961538$|$Масло базовое BS$|$Масло базовое BS$|$NPR$|$253961538$|$2020-11-24 15:26:13.7333333$
$6464$|$000253962901$|$Масло базовое эксп. Газпромнефть SN-100$|$Масло базовое экспортное Газпромнефть SN-100$|$NPR$|$253962901$|$2020-11-24 15:26:13.7333333$
$6465$|$000253962902$|$Масло базовое Газпромнефть SN-150$|$Масло базовое Газпромнефть SN-150$|$NPR$|$253962902$|$2020-11-24 15:26:13.7333333$
$6466$|$000253962903$|$Масло базовое Газпромнефть SN-350$|$Масло базовое Газпромнефть SN-350$|$NPR$|$253962903$|$2020-11-24 15:26:13.7333333$
$6467$|$000253962904$|$Масло базовое Газпромнефть SN-650$|$Масло базовое Газпромнефть SN-650$|$NPR$|$253962904$|$2020-11-24 15:26:13.7333333$
$6468$|$000253962905$|$Масло базовое Газпромнефть SN-500$|$Масло базовое Газпромнефть SN-500$|$NPR$|$253962905$|$2020-11-24 15:26:13.7333333$
$6469$|$000253962906$|$Масло базовое Газпромнефть BS-150$|$Масло базовое Газпромнефть BS-150$|$NPR$|$253962906$|$2020-11-24 15:26:13.7333333$
$6470$|$000253962907$|$Масло базовое эксп. Газпромнефть SN-250$|$Масло базовое экспортное Газпромнефть SN-250$|$NPR$|$253962907$|$2020-11-24 15:26:13.7333333$
$6471$|$000253962920$|$Основа масла Газпромнефть SN-100$|$Основа масла Газпромнефть SN-100$|$PFAB$|$253962920$|$2020-11-24 15:26:13.7333333$
$6472$|$000253962921$|$Основа масла Газпромнефть SN-150$|$Основа масла Газпромнефть SN-150$|$PFAB$|$253962921$|$2020-11-24 15:26:13.7333333$
$6473$|$000253962922$|$Основа масла Газпромнефть SN-350$|$Основа масла Газпромнефть SN-350$|$PFAB$|$253962922$|$2020-11-24 15:26:13.7333333$
$6474$|$000253962923$|$Основа масла Газпромнефть SN-500$|$Основа масла Газпромнефть SN-500$|$PFAB$|$253962923$|$2020-11-24 15:26:13.7333333$
$6475$|$000253962924$|$Основа масла Газпромнефть SN-650$|$Основа масла Газпромнефть SN-650$|$PFAB$|$253962924$|$2020-11-24 15:26:13.7333333$
$6476$|$000253962925$|$Основа масла Газпромнефть BS-150$|$Основа масла Газпромнефть BS-150$|$PFAB$|$253962925$|$2020-11-24 15:26:13.7333333$
$6477$|$000253963100$|$Присадка LVHVI-5$|$Присадка- компонент "LVHVI-5"$|$REAG$|$253963100$|$2020-11-24 15:26:13.7333333$
$6478$|$000253963105$|$Присадка LVHVI-4$|$Присадка- компонент "LVHVI-5"$|$REAG$|$253963105$|$2020-11-24 15:26:13.7333333$
$6479$|$000253963106$|$Масло базовое Nexbase-2002 (стор. пр-ва)$|$Масло базовое Nexbase-2002 IV группы (стор. пр-ва)$|$NPR$|$253963106$|$2020-11-24 15:26:13.7333333$
$6480$|$000253963107$|$Масло базовое Ultra-S 4 (S-Oil)$|$Масло базовое Ultra-S 4 (S-Oil) III группы$|$REAG$|$253963107$|$2020-11-24 15:26:13.7333333$
$6481$|$000253963108$|$Масло базовое Ultra-S 6 (S-Oil)$|$Масло базовое Ultra-S 6 (S-Oil) III группы$|$REAG$|$253963108$|$2020-11-24 15:26:13.7333333$
$6482$|$000253963109$|$Масло базовое VHVI-4$|$Масло базовое VHVI-4 III группы$|$REAG$|$253963109$|$2020-11-24 15:26:13.7333333$
$6483$|$000253963110$|$Масло базовое VHVI-6$|$Масло базовое VHVI-6 III группы$|$REAG$|$253963110$|$2020-11-24 15:26:13.7333333$
$6484$|$000253963111$|$Масло базовое Chevron 220R$|$Масло базовое Chevron 220R II группы$|$REAG$|$253963111$|$2020-11-24 15:26:13.7333333$
$6485$|$000253963112$|$Масло базовое Priolube 3960$|$Масло базовое Priolube 3960$|$REAG$|$253963112$|$2020-11-24 15:26:13.7333333$
$6486$|$000253963115$|$Масло базовое 2 сСт$|$Масло базовое 2 сСт$|$NPR$|$253963115$|$2020-11-24 15:26:13.7333333$
$6487$|$000253963116$|$Масло базовое 4 сСт$|$Масло базовое 4 сСт$|$NPR$|$253963116$|$2020-11-24 15:26:13.7333333$
$6488$|$000253963117$|$Масло базовое 6 сСт$|$Масло базовое 6 сСт$|$NPR$|$253963117$|$2020-11-24 15:26:13.7333333$
$6489$|$000253963118$|$Масло базовое 8 сСт$|$Масло базовое 8 сСт$|$NPR$|$253963118$|$2020-11-24 15:26:13.7333333$
$6490$|$000253963119$|$Масло базовое HBS 4 (стор. пр-ва)$|$Масло базовое HBS-4 III группы (стороннего пр-ва)$|$REAG$|$253963119$|$2020-11-24 15:26:13.7333333$
$6491$|$000253963120$|$Масло базовое HBS 6 (стор. пр-ва)$|$Масло базовое HBS-6 III группы (стороннего пр-ва)$|$REAG$|$253963120$|$2020-11-24 15:26:13.7333333$
$6492$|$000253963121$|$Масло базовое Nexbase-3020 (Neste Oil)$|$Масло базовое Nexbase-3020 (Neste Oil)$|$REAG$|$253963121$|$2020-11-24 15:26:13.7333333$
$6493$|$000253963122$|$Масло базовое Nynas T-110$|$Масло базовое Nynas T-110$|$REAG$|$253963122$|$2020-11-24 15:26:13.7333333$
$6494$|$000253963123$|$Масло базовое ТАТНЕФТЬ VHVI-4$|$Масло базовое изопарафиновое ТАТНЕФТЬ VHVI-4$|$REAG$|$253963123$|$2020-11-24 15:26:13.7333333$
$6495$|$000253963124$|$Масло базовое SN-150 GPN$|$Масло базовое SN-150 GPN$|$NPR$|$253963124$|$2020-11-24 15:26:13.7333333$
$6496$|$000253963125$|$Масло базовое SN-350 GPN$|$Масло базовое SN-350 GPN$|$NPR$|$253963125$|$2020-11-24 15:26:13.7333333$
$6497$|$000253963126$|$Масло базовое SN-500 GPN$|$Масло базовое SN-500 GPN$|$NPR$|$253963126$|$2020-11-24 15:26:13.7333333$
$6498$|$000253963127$|$Масло базовое BS-150 GPN$|$Масло базовое BS-150 GPN$|$NPR$|$253963127$|$2020-11-24 15:26:13.7333333$
$6499$|$000253963128$|$Масло базовое Nexbase-3080 (Neste Oil)$|$Масло базовое Nexbase-3080 (Neste Oil)$|$REAG$|$253963128$|$2020-11-24 15:26:13.7333333$
$6500$|$000253963129$|$Масло базовое ТАТНЕФТЬ HVI-2$|$Масло базовое изопарафиновое ТАТНЕФТЬ HVI-2$|$REAG$|$253963129$|$2020-11-24 15:26:13.7333333$
$6501$|$000253963130$|$Масло базовое Nynas T-22$|$Масло базовое Nynas T-22$|$REAG$|$253963130$|$2020-11-24 15:26:13.7333333$
$6502$|$000253963131$|$Масло базовое NYCOBASE 3608$|$Масло базовое NYCOBASE 3608$|$REAG$|$253963131$|$2020-11-24 15:26:13.7333333$
$6503$|$000253963132$|$Масло базовое РН бэйсик грэйд 150N$|$Масло базовое Роснефть бэйсик грэйд марки 150N$|$REAG$|$253963132$|$2020-11-24 15:26:13.7333333$
$6504$|$000253963133$|$Масло базовое РН бэйсик грэйд 250N$|$Масло базовое Роснефть бэйсик грэйд марки 250N$|$REAG$|$253963133$|$2020-11-24 15:26:13.7333333$
$6505$|$000253963134$|$Масло базовое РН бэйсик грэйд 100BS$|$Масло базовое Роснефть бэйсик грэйд марки 100BS$|$REAG$|$253963134$|$2020-11-24 15:26:13.7333333$
$6506$|$000253963135$|$Масло базовое ЯНОС MVI-2$|$Масло базовое ЯНОС MVI-2$|$NPR$|$253963135$|$2020-11-24 15:26:13.7333333$
$6507$|$000253963136$|$Масло базовое ЯНОС VHVI-8$|$Масло базовое ЯНОС VHVI-8$|$NPR$|$253963136$|$2020-11-24 15:26:13.7333333$
$6508$|$000253963137$|$Масло базовое ЯНОС VHVI-4$|$Масло базовое ЯНОС VHVI-4$|$NPR$|$253963137$|$2020-11-24 15:26:13.7333333$
$6509$|$000253963138$|$Масло базовое ЯНОС VHVI-6$|$Масло базовое ЯНОС VHVI-6$|$NPR$|$253963138$|$2020-11-24 15:26:13.7333333$
$6510$|$000253963139$|$Масло базовое изопарафиновое В-2$|$Масло базовое изопарафиновое В-2$|$NPR$|$253963139$|$2020-11-24 15:26:13.7333333$
$6511$|$000253963140$|$Масло базовое изопарафиновое В-2 205л#$|$Масло базовое изопарафиновое В-2 (бочка 205л)#$|$NPR$|$253963140$|$2020-11-24 15:26:13.7333333$
$6512$|$000253963141$|$Масло базовое изопарафиновое В-2 1000л#$|$Масло базовое изопарафиновое В-2 (в контейнер кубовый среднетоннажный 1000л)#$|$NPR$|$253963141$|$2020-11-24 15:26:13.7333333$
$6513$|$000253963142$|$Масло базовое изопарафиновое В-2#$|$Масло базовое изопарафиновое В-2#$|$NPR$|$253963142$|$2020-11-24 15:26:13.7333333$
$6514$|$000253963143$|$Масло базовое ЯНОС MVI-2 (компонент)$|$Масло базовое ЯНОС MVI-2 (компонент)$|$NPR$|$253963143$|$2020-11-24 15:26:13.7333333$
$6515$|$000253963144$|$Масло базовое ЯНОС VHVI-4 (компонент)$|$Масло базовое ЯНОС VHVI-4 (компонент)$|$NPR$|$253963144$|$2020-11-24 15:26:13.7333333$
$6516$|$000253963145$|$Масло базовое ЯНОС VHVI-6 (компонент)$|$Масло базовое ЯНОС VHVI-6 (компонент)$|$NPR$|$253963145$|$2020-11-24 15:26:13.7333333$
$6517$|$000253963146$|$Масло базовое ЯНОС VHVI-8 (компонент)$|$Масло базовое ЯНОС VHVI-8 (компонент)$|$NPR$|$253963146$|$2020-11-24 15:26:13.7333333$
$6518$|$000253963147$|$Масло базовое YUBASE 4 plus$|$Масло базовое YUBASE 4 plus$|$REAG$|$253963147$|$2020-11-24 15:26:13.7333333$
$6519$|$000253963148$|$Масло базовое РАО-2 (обезл поз)$|$Масло базовое полиальфаолефиновое РАО-2 (обезличенная позиция)$|$REAG$|$253963148$|$2020-11-24 15:26:13.7333333$
$6520$|$000253963149$|$Масло базовое РАО-4 (обезл поз)$|$Масло базовое полиальфаолефиновое РАО-4 (обезличенная позиция)$|$REAG$|$253963149$|$2020-11-24 15:26:13.7333333$
$6521$|$000253963150$|$Масло базовое РАО-6 (обезл поз)$|$Масло базовое полиальфаолефиновое РАО-6 (обезличенная позиция)$|$REAG$|$253963150$|$2020-11-24 15:26:13.7333333$
$6522$|$000253963151$|$Масло базовое Spectrasyn-2$|$Масло базовое Spectrasyn-2 (ExxonMobil)$|$REAG$|$253963151$|$2020-11-24 15:26:13.7333333$
$6523$|$000253963152$|$Масло базовое Synfluid PAO 2$|$Масло базовое Synfluid PAO 2 (Chevron Phillips)$|$REAG$|$253963152$|$2020-11-24 15:26:13.7333333$
$6524$|$000253963153$|$Масло базовое Spectrasyn-4$|$Масло базовое Spectrasyn-4 (ExxonMobil)$|$REAG$|$253963153$|$2020-11-24 15:26:13.7333333$
$6525$|$000253963154$|$Масло базовое Synfluid PAO 4$|$Масло базовое Synfluid PAO 4 (Chevron Phillips)$|$REAG$|$253963154$|$2020-11-24 15:26:13.7333333$
$6526$|$000253963155$|$Масло базовое Spectrasyn-6$|$Масло базовое Spectrasyn-6 (ExxonMobil)$|$REAG$|$253963155$|$2020-11-24 15:26:13.7333333$
$6527$|$000253963156$|$Масло базовое Synfluid PAO 6$|$Масло базовое Synfluid PAO 6 (Chevron Phillips)$|$REAG$|$253963156$|$2020-11-24 15:26:13.7333333$
$6528$|$000253963157$|$Масло базовое Yubase 8 (стор. пр-ва)$|$Масло базовое Yubase 8 III группы (стороннего пр-ва)$|$REAG$|$253963157$|$2020-11-24 15:26:13.7333333$
$6529$|$000253963158$|$Компонент масла базового SN-150 УПМ 3 гр$|$Компонент масла базового SN-150 УПМ 3 гр$|$NPR$|$253963158$|$2020-11-24 15:26:13.7333333$
$6530$|$000253963159$|$Масло базовое Nynas NS 3$|$Масло базовое Nynas NS 3$|$REAG$|$253963159$|$2020-11-24 15:26:13.7333333$
$6531$|$000253963160$|$Масло базовое Base Oil HVI-2#$|$Масло базовое Base Oil HVI-2#$|$NPR$|$253963160$|$2020-11-24 15:26:13.7333333$
$6532$|$000253963161$|$Масло базовое Base Oil VHVI-4#$|$Масло базовое Base Oil VHVI-4#$|$NPR$|$253963161$|$2020-11-24 15:26:13.7333333$
$6533$|$000253963162$|$Масло базовое "Durasyn-174I"$|$Масло базовое полиальфаолефиновое "Durasyn-174I" (стороннего пр-ва)$|$REAG$|$253963162$|$2020-11-24 15:26:13.7333333$
$6534$|$000253963163$|$Масло базовое "Durasyn-180I"$|$Масло базовое полиальфаолефиновое "Durasyn-180I" (стороннего пр-ва)$|$REAG$|$253963163$|$2020-11-24 15:26:13.7333333$
$6535$|$000253963164$|$Масло базовое изопарафиновое В-2 (сырье)$|$Масло базовое изопарафиновое В-2, используемое как сырье$|$REAG$|$253963164$|$2020-11-24 15:26:13.7333333$
$6536$|$000253963165$|$Масло базовое G-Base VHVI-6$|$Масло базовое G-Base VHVI-6$|$NPR$|$253963165$|$2020-11-24 15:26:13.7333333$
$6537$|$000253963166$|$Масло базовое Татнефть VHVI-6$|$Масло базовое изопарафиновое Татнефть VHVI-6$|$REAG$|$253963166$|$2020-11-24 15:26:13.7333333$
$6538$|$000253963167$|$Масло гидравлическое Татнефть Р-Ойл$|$Масло гидравлическое Татнефть Р-Ойл$|$REAG$|$253963167$|$2020-11-24 15:26:13.7333333$
$6539$|$000253963168$|$Эфир Priolube 2720 или эквивалент (оп)$|$Эфир Priolube 2720 или эквивалент (обезличенная позиция)$|$REAG$|$253963168$|$2020-11-24 15:26:13.7333333$
$6540$|$000253963169$|$Эфир Priolube 3970 или эквивалент (оп)$|$Эфир Priolube 3970 или эквивалент (обезличенная позиция)$|$REAG$|$253963169$|$2020-11-24 15:26:13.7333333$
$6541$|$000253963170$|$Базовое масло Yubase 4 Plus или экв(оп)$|$Базовое масло Yubase 4 Plus или эквивалент (обезличенная позиция)$|$REAG$|$253963170$|$2020-11-24 15:26:13.7333333$
$6542$|$000253963171$|$Масло базовое PAO 8 (оп)$|$Полиальфаолефиновое базовое масло PAO 8 сСт (обезличенная позиция)$|$REAG$|$253963171$|$2020-11-24 15:26:13.7333333$
$6543$|$000253963172$|$Масло базовое PAO 40 (оп)$|$Полиальфаолефиновое базовое масло PAO 40 сСт (обезличенная позиция)$|$REAG$|$253963172$|$2020-11-24 15:26:13.7333333$
$6544$|$000253963173$|$Масло базовое PAO 100 (оп)$|$Полиальфаолефиновое базовое масло PAO 100 сСт (обезличенная позиция)$|$REAG$|$253963173$|$2020-11-24 15:26:13.7333333$
$6545$|$000253963174$|$Масло базовое Газпромнефть SN-900$|$Масло базовое Газпромнефть SN-900$|$NPR$|$253963174$|$2020-11-24 15:26:13.7333333$
$6546$|$000253963175$|$Масло базовое Газпромнефть BS-150M$|$Масло базовое Газпромнефть BS-150M$|$NPR$|$253963175$|$2020-11-24 15:26:13.7333333$
$6547$|$000253963176$|$Компонент масла дист. 2 погона$|$Компонент масла дистиллятный 2 погона$|$NPR$|$253963176$|$2020-11-24 15:26:13.7333333$
$6548$|$000253963177$|$Компонент масла дист. 2 погона для И-12А$|$Компонент масла дистиллятный 2 погона для И-12А$|$NPR$|$253963177$|$2020-11-24 15:26:13.7333333$
$6549$|$000253963178$|$Компонент масла дист. 3 погона$|$Компонент масла дистиллятный 3 погона$|$NPR$|$253963178$|$2020-11-24 15:26:13.7333333$
$6550$|$000253963179$|$Компонент масла дист. 3 погон для ТП-22С$|$Компонент масла дистиллятный 3 погона для ТП-22С$|$NPR$|$253963179$|$2020-11-24 15:26:13.7333333$
$6551$|$000253963180$|$Компонент масла дист. 4 погона 1 вид$|$Компонент масла дистиллятный 4 погона 1 вид$|$NPR$|$253963180$|$2020-11-24 15:26:13.7333333$
$6552$|$000253963181$|$Компонент масла дист. 4 погона 2 вид$|$Компонент масла дистиллятный 4 погона 2 вид$|$NPR$|$253963181$|$2020-11-24 15:26:13.7333333$
$6553$|$000253963182$|$Компонент масла дист. 4 погон для ТП-22С$|$Компонент масла дистиллятный 4 погона для масла ТП-22С$|$NPR$|$253963182$|$2020-11-24 15:26:13.7333333$
$6554$|$000253963183$|$Компонент масла остаточный 1 ступени$|$Компонент масла остаточный 1 ступени$|$NPR$|$253963183$|$2020-11-24 15:26:13.7333333$
$6555$|$000253963184$|$Компонент масла остаточный 2 ступени$|$Компонент масла остаточный 2 ступени$|$NPR$|$253963184$|$2020-11-24 15:26:13.7333333$
$6556$|$000253990000$|$Прочие масла$|$Прочие масла$|$NPR$|$253990000$|$2020-11-24 15:26:13.7333333$
$6557$|$000253990001$|$Масло лампадное/$|$Масло лампадное$|$NPR$|$253990001$|$2020-11-24 15:26:13.7333333$
